Store Name,Address,Timings,Coordinates,Phone Number
Titan World,"No 13, MG RoadPune CampPune - 411001, ",Open until 09:00 PM,"(18.503399988870783, 73.8786000171111)","+912048604800	"
Titan World,"Shop No 5, Ground Floor, Suman ComplexKalyani NagarPune - 411004, ",Open until 09:00 PM,"(18.511975006000057, 73.83331000000004)","+918956412575	"
Titan World,"No 1318, JM RoadShivajinagarPune - 411005, ",Open until 09:00 PM,"(18.52942500000006, 73.85226756500003)","+918668461305	"
Titan World,"Ground Floor, Plexus Mall, ITI RoadAundhPune - 411007, ",Temporarily Closed,"(18.553185000000042, 73.81615950700007)","+918956683920	"
Titan World,"Shop No 7 to 9, PN 2, Landmark Centre, Sy No 46/1B, Pune Satara RoadSatara RoadPune - 411009, ",Open until 09:00 PM,"(18.487070000000074, 73.84407461000006)","+912024232929	"
Titan World,"No F/64, Pheonix Market City, Nagar RoadViman NagarPune - 411014, ",Open until 09:15 PM,"(18.561202403014946, 73.91889375952584)","+912040037461	"
Titan World,"No D3/5Mumbai Pune RoadPune - 411019, ",Open until 08:30 PM,"(18.642305466431026, 73.79197260660361)","+912027475455	"
Titan World,"Shop No 6 & 7, Queen ParksPimple SaudagarPune - 411027, ",Open until 09:30 PM,"(18.597259995805686, 73.80248001488042)","+917875020155	"
Titan World,"G3, G4, G4A, Ground Floor, Seasons MallMagarpattaPune - 411028, ",Open until 10:00 PM,"(18.476019446000066, 73.92861000000005)","+919822390535	"
Titan World,"Shop No 1 to 4, Silver Fern, Karve RoadKothrudPune - 411038, ",Open until 09:00 PM,"(18.510280000000023, 73.80218000000008)","+912025440433	"
Titan World,"SN 2A, GF, Punyai Sabhagruha, Sy No 127/1, New Paud RoadKothrudPune - 411038, ",Open until 08:45 PM,"(18.510280000000023, 73.80218000000008)","+919607048977	"
Titan World,"Shop No 1, 2 & 10, Mohite Paradise, Wing C, Sinhagad RoadHingne KhurdPune - 411051, ",Open until 08:30 PM,"(18.478499673978483, 73.83132495543339)","+918484083637	"
Titan World,"CM Plaza, Wai Satara RoadYashwant NagarWai - 412803, ",Open until 08:30 PM,"(17.974815000000035, 73.71789981400008)","+919975989697	"
Titan World,"No 126/7Murarji PethSolapur - 413001, ",Open until 08:30 PM,"(2.7784541850000437, -75.25629262699994)","+912172723500	"
Titan World,"Shop No 1 & 2 & 5, Laxmi Heights, Karbhari Chowk, High StreetKasbaBaramati - 413102, ",Open until 09:00 PM,"(51.41065729700006, 46.046023784000056)","+919206050050	"
Titan World,"Building No 2961/44Bhopale RoadSolapur - 413307, ",Open until 08:00 PM,"(17.326055275000044, 75.12105500000007)","+917507995995	"
Titan World,"Ground Floor, Lifestyle Building, Rajiv Gandhi ChowkAusa RoadLatur - 413531, ",Open until 09:00 PM,"(18.377939997416895, 76.5578099882965)","+912382225977	"
Titan World,"Shop No 3720A, Soham Krishna Building, City Survey No 3460/2NavipethAhmednagar - 414001, ",Open until 09:00 PM,"(2.382575000000031, -75.54680047499994)","+912412417000	"
Titan World,"No 43/55, Meera Heights, Nagar Manmad Highway, High StreetSavediAhmednagar - 414002, ",Open until 09:00 PM,Not Found,"+919970282807	"
Titan World,"Shop No 3 & 4, Ground Floor, CTS No 174/D, Raviwar PethPowai NakaSatara - 415001, ",Open until 09:00 PM,"(17.68798019737248, 74.00584432900837)","+919970701170	"
Titan World,"No 434/11, Shaniwar Peth, Market Yard RoadBheda ChowkKarad - 415110, ",Open until 08:30 PM,"(17.271285145718657, 74.17967759697954)","+917219599498	"
Titan World,"Shop No G/08/09, Yashodip Complex, NachaneShivaji NagarRatnagiri - 415612, ",Open until 09:00 PM,"(16.94904500000007, 73.33344357100003)","+919970348197	"
Titan World,"Ward No 1445C, Dasara ChowkLaxmipuriKolhapur - 416002, ",Open until 08:00 PM,"(16.700785000000053, 74.22469468700007)","+912312642324	"
Titan World,"Pranam Arcade, Sangli Miraj RoadHigh StreetSangli - 416416, ",Open until 08:30 PM,"(16.856040000000064, 74.57487000000003)","+912332323699	"
Titan World,"Shop No 1 & 2, Nav Ashutosh BuildingKalyan RoadThane - 421201, ",Open until 08:30 PM,"(19.21549557790836, 73.09642762078919)","+917558228462	"
Titan World,"No 1 & 2, Suchak House, Murbad RoadKalyanThane - 421301, ",Open until 09:30 PM,"(19.25979138300005, 73.12974500000007)","+919321630173	"
Titan World,"Shop No 2, Sundaram BuildingKatrap RoadBadlapur - 421503, ",Open until 08:00 PM,"(19.181582563836596, 73.21826199661841)","+918766554674	"
Titan World,"Shop No MFS 7, UGF, City Centre Mall, Untwadi RoadLawate NagarNashik - 422002, ",Open until 09:30 PM,"(19.9902757042903, 73.75968903393778)","+918390556000	"
Titan World,"Shop No 29 to 31, Devs Arcade, Samarth NagarMahatma NagarNashik - 422005, ",Open until 09:00 PM,"(19.995760000000075, 73.75407000000007)","+912536610100	"
Titan World,"Shop No 2, Gr Flr, Mithila Building, Nashik RoadBytco PointNashik - 422101, ",Open until 09:00 PM,"(19.975202420809527, 73.83854812927514)","+919762069999	"
Titan World,"Shop No 3 & 4, Mangal jeevanStadium RoadJalgaon - 425001, ",Open until 08:30 PM,"(21.013930000000073, 75.57153529900006)","+918767867507	"
Titan World,"Khatod Complex, Nirala BazarAurangapuraAurangabad - 431001, ",Open until 08:30 PM,"(19.887415000000033, 75.33221395000004)","+912402350106	"
Titan World,"No G/24, Prozone MallChikalthana Industrial AreaAurangabad - 431210, ",Open until 10:00 PM,"(54.77834000000007, 42.72553000000005)","+912406618744	"
Titan World,"Ground Floor, Godavari Complex, Vip RoadITI CornerNanded - 431602, ",Open until 08:45 PM,"(19.160663933000023, 77.23146500000007)","+919022685275	"
Titan World,"No 6, Sadique Building, Mount RoadSadar ExtensionNagpur - 440001, ",Open until 08:45 PM,"(21.16255357321673, 79.07453270342161)","+917122540185	"
Titan World,"UG 20 & 21, VR Mall, Medical ChowkRam Bagh LayoutNagpur - 440003, ",Open until 09:00 PM,"(21.131564097790505, 79.09746998879007)","+918956164461	"
Titan World,"Shop No 1 & 2, Shankar Nagar Square, Khare TownDharampethNagpur - 440010, ",Open until 08:45 PM,"(21.132570000000044, 79.06372616900006)","+917126630925	"
Titan World,"CTS No 191, City Survey No 184/1 & 185/1, Gandhi Putla Square, New Itwari RdItwariNagpur - 440032, ",Open until 08:45 PM,"(21.14426000000003, 79.10539617600006)","+919607047833	"
Titan World,"Ground FloorMilan ChowkChandrapur - 442401, ",Open until 09:00 PM,"(19.971610000000055, 79.31859166700008)","+919960699299	"
Titan World,"No 336/1, Balaji Market Complex, Ward No 31, Jawahar RoadSaroj ChowkAmravati - 444601, ",Open until 09:00 PM,"(20.92215771188175, 77.75406726552563)","+919607047966	"
Titan World,"UG 2 & 3, Plot No 11, Regal Centre, IDS Scheme 47Swapna Sangeeta INOXIndore - 452001, ",Open until 08:45 PM,"(22.698795000000075, 75.88584569700004)","+917314965234	"
Titan World,"No 56, Ground Floor, Silver ArcadeNew PalasiaIndore - 452001, ",Open until 09:00 PM,"(22.72476000000006, 75.88440000000008)","+917312535314	"
Titan World,"No 1, Annapurna Road, Mhow NakaUsha NagarIndore - 452009, ",Open until 09:00 PM,"(22.681130004432575, 75.83477997958417)","+917314960077	"
Titan World,"Shop No UG 44 & 45, Orbit Mall, Plot No 305/306AB RoadIndore - 452010, ",Open until 10:00 PM,"(22.76243500000004, 75.88580000000007)","+917314094442	"
Titan World,"No 3, Sunshine Tower, Bhatwal TalkiesFreeganjUjjain - 456010, ",Open until 08:30 PM,"(54.997340000000065, 57.25126000000006)","+918889797444	"
Titan World,"No 85Chandini ChowkRatlam - 457001, ",Open until 08:30 PM,"(23.380868649000035, 75.11290000000008)","+917412235776	"
Titan World,"Phoenix Corporate Park, Hoshangabad RoadBawadia KalanBhopal - 462003, ",Open until 09:00 PM,"(23.228573805368125, 77.43435684514914)","+919179091003	"
Titan World,"No 6, Shalimar House, Rajbhawan RoadMalviya NagarBhopal - 462003, ",Open until 09:00 PM,"(23.240220000000022, 77.40492000000006)","+917554220353	"
Titan World,"No 5/6, Ground Floor, DB MallMP NagarBhopal - 462011, ",Open until 09:00 PM,"(23.23518918883931, 77.43492471382629)","+917556644005	"
Titan World,"No E5/12, Bittan MarketArera ColonyBhopal - 462016, ",Open until 09:30 PM,"(23.207086010212592, 77.43402054547967)","+917554265770	"
Titan World,"No A/26, Ground Floor, Main RoadIndrapuriBhopal - 462022, ",Open until 09:00 PM,"(23.233399062000046, 77.55658500000004)","+917554925729	"
Titan World,"Jabalpur RoadMakroniyaSagar - 470004, ",Open until 09:15 PM,"(23.859711038478704, 78.79851195286997)","+917582351016	"
Titan World,"No G/28/29, Ground Floor, DB MallMela Ground RoadGwalior - 474001, ",Open until 09:30 PM,"(26.226300000000037, 78.20197000000007)","+917514924138	"
Titan World,"No G1, Dindayal City Mall, MLB RoadLashkarGwalior - 474002, ",Open until 09:30 PM,"(26.222920513000076, 78.17817500000007)","+917514033491	"
Titan World,"No 14/15, Patni ComplexParasia RoadChhindwara - 480001, ",Open until 10:00 PM,"(22.057870000000037, 78.93510000000003)","+916268366420	"
Titan World,"No 11/12, Jabalpur Club ComplexNaudara BridgeJabalpur - 482002, ",Open until 09:00 PM,"(23.18007755344125, 79.93446473661982)","+917612413608	"
Titan World,"No 935/936, Main MarketGorakhpurJabalpur - 482002, ",Open until 09:00 PM,"(23.246330000000057, 79.89006653700005)","+917617960879	"
Titan World,"Shop No 1, Dakshin Gangotri, Block 6/A, Circus Maidan RoadSupelaBhilai - 490023, ",Open until 09:00 PM,"(21.220835000000022, 81.34564871000003)","+917884039600	"
Titan World,"1188/6, 1188/18, 1188/19, Station Road, Indira Market, Chitnavis MargShankar NgrDurg - 491001, ",Open until 09:30 PM,"(21.188795667542543, 81.27858377616984)","+917883500205	"
Titan World,"GE RoadShastri ChowkRaipur - 492001, ",Open until 08:30 PM,"(21.245436354898647, 81.64171250357992)","+919977248671	"
Titan World,"Simran TowersPandriRaipur - 492004, ",Open until 09:00 PM,"(21.253360000000043, 81.64952000000005)","+917337329010	"
Titan World,"No 1, Rajendra NagarRing RoadRaipur - 492006, ",Open until 10:00 PM,"(21.22971000000007, 81.65680000000003)","+917714700007	"
Titan World,"National ElectronicsTarbahar ChowkBilaspur - 495001, ",Open until 09:30 PM,"(22.07014265725087, 82.1620326430813)","+919039257292	"
Titan World,"Ground Floor, Hora Chambers, Agarsen ChowkLink RoadBilaspur - 495001, ",Open until 10:00 PM,"(22.078130000000044, 82.15113000000008)","+917752428888	"
Titan World,"Ground FloorTransport NagarKorba - 495678, ",Open until 09:30 PM,Not Found,"+919111766000	"
Titan World,"Shop No 121, Modi PlazaJagatpur RoadRaigarh - 496001, ",Open until 08:30 PM,"(21.91509518145653, 83.38825716575549)","+917489902471	"
Titan World,"Ground FloorBanaras ChowkAmbikapur - 497001, ",Open until 09:30 PM,"(23.050080383000022, 83.23754000000008)","+916268057986	"
Titan World,"No 125MG RoadHyderabad - 500003, ",Open until 08:30 PM,"(17.4475975313262, 78.4873935697066)","+919000091462	"
Titan World,"No 92, Main Road, HabsigudaNacharamHyderabad - 500007, ",Open until 09:30 PM,"(4.210888822000072, -73.67770349299997)","+914042014359	"
Titan World,"Plot No 27, KarkhanaNew Vasavi NagarSecunderabad - 500015, ",Open until 09:30 PM,"(17.461160000000064, 78.50217000000004)","+914040160871	"
Titan World,"Shop No 2, Amrutha Mall, RB RoadSomajigudaHyderabad - 500016, ",Open until 09:00 PM,"(17.440540000000055, 78.46832948300005)","+914066611424	"
Titan World,"No 1/1/18/57, TRT 9, Jawahar Nagar, RTC Cross RdChikkadpallyHyderabad - 500020, ",Open until 09:30 PM,"(38.10804128093088, 140.03401051277018)","+914040171179	"
Titan World,"No 3/6/365, Liberty Plaza, BasheerbaghHimayatnagarHyderabad - 500029, ",Open until 09:30 PM,"(17.406599521000032, 78.48419000000007)","+914046035276	"
Titan World,"No 2, 8/2/293/82/A/474 & 475, Road No 36, Peddamma Temple Metro StnJublee HillsHyderabad - 500033, ",Open until 09:00 PM,"(17.41963237965536, 78.42822234253195)","+914023556480	"
Titan World,"Aztec TowersBanjara HillsHyderabad - 500034, ",Open until 09:00 PM,"(17.417401283910397, 78.45046392933044)","+914023315328	"
Titan World,"No 8/3/191/9, Vengalrao Nagar ColonyS R NagarHyderabad - 500038, ",Open until 08:30 PM,"(17.44708181946343, 78.43472896068292)","+918143060700	"
Titan World,"D No 2/1/599/1, B33VidyanagarHyderabad - 500044, ",Open until 08:30 PM,"(17.397921250000024, 78.50696500000004)","+914027667714	"
Titan World,"No 4/6/69/1/1, Vasudeva Reddy Complex, Pillar No 143, Attapur Main RoadAttapurHyderabad - 500048, ",Open until 09:00 PM,"(17.358235000000036, 78.42575907200006)","+914024018888	"
Titan World,"No 2/85, Annapurna Enclave, NH 65Chanda NagarHyderabad - 500050, ",Open until 09:30 PM,"(17.49621209376437, 78.32443690428912)","+914023030307	"
Titan World,"Shop No 16 & 17, DN 60/9/10, MPR Complex, IDPL Cross RoadsChintalRangareddy - 500054, ",Open until 09:30 PM,"(17.493155729000023, 78.44749000000007)","+914048563799	"
Titan World,"No 13/17/109/1, Ground Floor, Dilsukhnagar Main RoadKamala NagarHyderabad - 500060, ",Open until 09:00 PM,"(17.36870001413334, 78.53290002724759)","+919966535566	"
Titan World,"No 1/12/119/15, MBR Plaza, LIG B/15AS Rao NagarHyderabad - 500062, ",Open until 09:30 PM,"(17.46049775483024, 78.57397415554897)","+919381857278	"
Titan World,"Plot No 33, VanasthalipuramPrashanth NagarHyderabad - 500070, ",Open until 09:00 PM,"(17.330900019654493, 78.57010000318758)","+918019755550	"
Titan World,"No 103/104, Alluri Trade CenterKukatpallyHyderabad - 500072, ",Open until 09:00 PM,"(17.48704900000007, 78.40660000000008)","+914023060654	"
Titan World,"No G/35, Ground Floor, Inorbit Mall, MindspaceMadhapurHyderabad - 500081, ",Open until 08:30 PM,"(17.443250000000035, 78.38867000000005)","+919985949302	"
Titan World,"No 1F/64/66, Sarath City Capital Mall, 1st FloorKondapurHyderabad - 500084, ",Open until 09:30 PM,"(17.47041500000006, 78.34930843000006)","+916303311998	"
Titan World,"Plot No 5, Ground Floor, NCL Enclave, Quthbullapur, PetbasheerabadKompallyRangareddy - 500090, ",Open until 09:00 PM,"(17.531917962000023, 78.39056500000004)","+919901077777	"
Titan World,"H No 18/18/79, Survey No 1315Hyderabad RoadSiddipet - 502103, ",Open until 09:30 PM,"(18.101690000000076, 78.84852339900004)","+919390539344	"
Titan World,"No 4/6/570/3A/1, Swarna Complex, Hyderabad RoadYellammaguttaNizamabad - 503003, ",Open until 09:00 PM,"(18.701310000000035, 78.18498664800006)","+918466881000	"
Titan World,"No 3/1/820Christian ColonyKarimnagar - 505001, ",Open until 09:00 PM,"(18.453002997726056, 79.12059979381662)","+918985870110	"
Titan World,"No 1/8/612, Srinidhi PlazaNakkalaguttaWarangal - 506002, ",Open until 09:30 PM,"(17.96043000000003, 79.60822411900006)","+918702544744	"
Titan World,"Door No 11/04/25/A, Wyra RoadNehru NagarKhammam - 507001, ",Open until 08:30 PM,"(17.247738623011994, 80.14892007268217)","+918742222488	"
Titan World,"1st FloorMetazideMahabubnagar - 509001, ",Open until 09:00 PM,"(16.740650000000073, 77.99878633400004)","+918542253114	"
Titan World,"D No 15/775, Raju RoadKamalanagarAnantapur - 515001, ",Open until 09:00 PM,"(14.670364147000043, 77.59772000000004)","+919505342233	"
Titan World,"Shop No 12 & 13, Muncipal ComplexRS RoadKadapa - 516004, ",Open until 09:00 PM,"(14.453600000000051, 78.83729286900007)","+919494444069	"
Titan World,"Door No 18/524Prakasham High RoadChittoor - 517001, ",Open until 09:30 PM,"(13.224836818000028, 79.09486000000004)","+918143645777	"
Titan World,"D No 19/8/181/E8, Air Bypass RoadYadava ColonyTirupati - 517501, ",Open until 09:00 PM,"(13.622899988490573, 79.42132996368287)","+917993075779	"
Titan World,"Door No 10/2/138/A6TK StreetTirupati - 517501, ",Open until 08:30 PM,"(13.62393000000003, 79.44210668800008)","+918772221177	"
Titan World,"Door No 40/581/A, Ground Floor, SV CplxRS RoadKurnool - 518004, ",Open until 09:30 PM,"(15.86424500000004, 78.03668224700004)","+918518276111	"
Titan World,"Plot No 32, Main RoadPadmavathi NagarNandyal - 518501, ",Open until 09:30 PM,"(15.49790500000006, 78.46214839300006)","+918179630777	"
Titan World,"Shop No 27/1/48Eluru RoadVijayawada - 520002, ",Open until 09:00 PM,"(16.516781108798373, 80.64258989103352)","+918666610060	"
Titan World,"No 40/1/133/1, LabbipetAcharya Ranga NagarVijayawada - 520010, ",Open until 09:00 PM,"(16.501776334969907, 80.64104944241215)","+919948212615	"
Titan World,"No 6/19/37, 12th Line, Main RoadArundelpetGuntur - 522002, ",Open until 09:00 PM,"(16.303862195000022, 80.43720000000008)","+918632241824	"
Titan World,"D No 5/87/20, Lakshmi Puram Main RoadLakshmipuramGuntur - 522007, ",Open until 09:00 PM,"(16.309660000870778, 80.43131995966252)","+918632217172	"
Titan World,"No 5/35, Sri Ganesh PlazaKurnool RoadPrakasam - 523002, ",Open until 08:45 PM,"(15.51344000000006, 80.04000000000008)","+919949355366	"
Titan World,"No 16/1/246, SR Plaza, Trunk RoadTrunk RoadNellore - 524001, ",Open until 09:00 PM,"(14.454009986693976, 79.98393001034106)","+918612336005	"
Titan World,"Plot No 147, Anjani Plaza, Magunta LayoutMini Bypass RoadNellore - 524003, ",Open until 09:30 PM,"(14.434632518691343, 79.97841334548846)","+916309521777	"
Titan World,"Shop No 5 & 6, City Centre ComplexJagadamba JunctionVisakhapatnam - 530002, ",Open until 09:00 PM,"(17.712095818709905, 83.3028609750908)","+918885558390	"
Titan World,"No 48/9/1Dwaraka NagarVisakhapatnam - 530016, ",Open until 08:30 PM,"(17.72643000247257, 83.30652003330482)","+918912765111	"
Titan World,"No 6/60/9/3, Tanishq Showroom Complex, Old GajuwakaChinagantyadaVisakhapatnam - 530046, ",Open until 09:00 PM,"(17.696462074000067, 83.16325000000006)","+918912762111	"
Titan World,"No 281, Krishna Park Area, Street No 100Palakonda RoadSrikakulam - 532001, ",Open until 09:30 PM,"(18.300528959178006, 83.89444769829346)","+917288885403	"
Titan World,"No 13/1/24, Subas RoadSuryaraopetKakinada - 533001, ",Open until 09:15 PM,"(16.954980000000035, 82.23805764300005)","+918846690901	"
Titan World,"No 31/1/40, Ajantha ComplexFort GateRajahmundry - 533101, ",Open until 09:00 PM,"(16.979897565000044, 81.78753500000005)","+919848155777	"
Titan World,"No 10/2/2, DB Venkatapathi Raju ComplexRajahmundry Lalacheruvu RoadRajahmundry - 533101, ",Open until 09:00 PM,"(17.00664000000006, 81.76750000000004)","+919848155777	"
Titan World,"House No 7/1/99/1, Revenue, Ward No 9Muslim StreetAmalapuram - 533201, ",Open until 09:30 PM,"(16.575995000000034, 82.01057301300006)","+918856294570	"
Titan World,"No 23B/2/20A, 42142, Main Road, Bendapudivari StreetR R PetWest Godavari - 534002, ",Open until 09:00 PM,"(16.63415750300004, 81.05959500000006)","+918812251448	"
Titan World,"GVS Commercial Complex, PP RoadGandhi NagarWest Godavari - 534201, ",Open until 09:30 PM,"(1.3725411300000587, 103.90178015700008)","+918816237779	"
Titan World,"Door No 21/14/8, Ramalingeswara ComplexRastrapathi RoadTanuku - 534211, ",Open until 09:00 PM,"(16.74726960600003, 81.68888500000008)","+918819243488	"
Titan World,"No 8/1/183, Daba, MG RoadThotaVizianagaram - 535001, ",Open until 09:00 PM,"(18.115270000000066, 83.40822599000006)","+919502042143	"
Titan World,"No 37, Everjoy BuildingCommercial StreetBengaluru - 560001, ",Open until 09:30 PM,"(12.982226885312542, 77.60827544763603)","+918041552126	"
Titan World,"No 77 & 78MG RoadBengaluru - 560001, ",Open until 09:00 PM,"(12.975459994271148, 77.60580001287434)","+918043703814	"
Titan World,"No 116, Krishna Arcade, Margosa Road, 12th & 11th Cross, 3rd MainMalleshwaramBengaluru - 560003, ",Open until 09:00 PM,"(13.001890020911532, 77.5693499658114)","+918041282020	"
Titan World,"No 187 & 188, Sampige Road, 10th CrossMalleshwaramBengaluru - 560003, ",Open until 09:00 PM,"(13.001309993211791, 77.57129004112039)","+918042061069	"
Titan World,"No 142, GR Plaza, DVG Road, Gandhi BazaarBasavanagudiBengaluru - 560004, ",Open until 09:00 PM,"(12.94565112500004, 77.57508500000006)","+919535033555	"
Titan World,"No 8, Prabhat Complex, KG RoadMajesticBengaluru - 560009, ",Open until 08:30 PM,"(12.978401250000047, 77.57841500000006)","+918022205856	"
Titan World,"UG26A, 1st Floor, Brigade Orion Mall, Dr Rajkumar RoadRajaji NagarBengaluru - 560010, ",Open until 10:00 PM,"(12.99239794982891, 77.55680711119437)","+918022682072	"
Titan World,"Raghavendra Complex, 4th Block, 10th MainJayanagarBengaluru - 560011, ",Open until 08:30 PM,"(12.934560000000033, 77.59073478400006)","+919019740245	"
Titan World,"No 39, Gopala Krishna Arcade, 11th Main Road, 4th BlockJayanagarBengaluru - 560011, ",Open until 10:00 PM,"(12.929670000000044, 77.58601000000004)","+918042099756	"
Titan World,"No 25, Lower Ground Floor, Global Mall, Mysore Deviation Rd, GopalpuraBinnipeteBengaluru - 560023, ",Open until 10:00 PM,"(12.976123878709544, 77.56454941481827)","+918943512345	"
Titan World,"No 178/1, Nirmala Complex, Main RoadRT NagarBengaluru - 560032, ",Open until 09:00 PM,"(13.028779924727141, 77.60117708954988)","+918041133947	"
Titan World,"No 37, 100 Feet Road, 6th BlockKoramangalaBengaluru - 560034, ",Open until 09:00 PM,"(12.93021185449245, 77.62191950599538)","+918042170409	"
Titan World,"No 69, Ground Floor, AGR Towers, Kaikondrahalli, Sarjapur RoadSarjapurBengaluru - 560035, ",Open until 08:30 PM,"(12.915583604460693, 77.67740729126433)","+918043002943	"
Titan World,"No 90/3, Outer Ring RoadMarathahalliBengaluru - 560037, ",Open until 09:00 PM,"(12.950820006872902, 77.6994400367604)","+918040980704	"
Titan World,"No 26, Chinmaya Mission Hospital Road, 2nd Stage, Hoysala NagarIndira NagarBengaluru - 560038, ",Open until 09:30 PM,"(12.978242576577813, 77.63503106200835)","+919980748542	"
Titan World,"No 777/E, Hal 2nd Stage, 100 Feet RoadIndiranagarBengaluru - 560038, ",Open until 09:00 PM,"(12.996080777000032, 77.64858500000008)","+918025215594	"
Titan World,"No G/2, No 2934E & 2935E, 2nd Stage, Magadi Chord RoadVijayanagarBengaluru - 560040, ",Open until 09:00 PM,"(12.967921554000043, 77.53685500000006)","+918023506972	"
Titan World,"No 4M, 404, HRBR Layout, 2nd BlockKammanahalli Main RoadBengaluru - 560043, ",Open until 09:00 PM,"(13.030596950123416, 77.62741717304704)","+918041110824	"
Titan World,"LG15, LGF, Phoenix Mall, Phoenix Mkt, Whitefield Road, MahadevapuraWhitefieldBengaluru - 560048, ",Open until 09:30 PM,"(12.97605510054594, 77.7103103113484)","+918067266242	"
Titan World,"No 20, Annapurna Complex, ITI ColonyNew Bel RoadBengaluru - 560054, ",Open until 08:30 PM,"(13.038775004930223, 77.56450497431888)","+918041687714	"
Titan World,"No 163/3, Tumkur Road, YeshwantpurDasarahalliBengaluru - 560057, ",Open until 08:30 PM,"(13.042520582785608, 77.51466840771121)","+918023722888	"
Titan World,"No 1444, Kengeri UpanagaraKengeriBengaluru - 560060, ",Open until 09:00 PM,"(12.925489979295747, 77.48572002979262)","+918747974979	"
Titan World,"LG 4A, Galleria MallYelahankaBengaluru - 560064, ",Open until 10:00 PM,"(13.135105000000067, 77.55545528400006)","+918068137453	"
Titan World,"No 751, Balachandra Layout, 2nd StageNagarbhaviBengaluru - 560072, ",Open until 09:30 PM,"(12.96513857900004, 77.51327000000003)","+918217307285	"
Titan World,"No 204, 205, Bannerghatta Main Road, Arakere Gate, Panduranga NgrBannerghattaBengaluru - 560076, ",Open until 08:30 PM,"(12.890060009849279, 77.59782002195612)","+918040955040	"
Titan World,"No 280/A, K No 21, Survey No 8/1, Hennur RoadKothanurBengaluru - 560077, ",Open until 08:30 PM,"(13.063570000000027, 77.65164086100003)","+917204288270	"
Titan World,"No 325, 80 Feet Road, Chord Road, 3rd Block, 3rd StageBasaveshwara NagarBengaluru - 560079, ",Open until 09:00 PM,"(12.993242467389233, 77.53908644608647)","+918041487273	"
Titan World,"No 288, 100 Feet, 3rd Stage, Outer Ring RoadBanashankariBengaluru - 560085, ",Open until 09:00 PM,"(12.931710000000066, 77.54275438500008)","+918026798020	"
Titan World,"Building No 68 to 70, Bellary Rd, ByatarayanapuraSahakar NagarBengaluru - 560092, ",Open until 09:30 PM,"(13.040769981705012, 77.59001001603434)","+918023625003	"
Titan World,"No 844, Beml Layout, Nehru Rd, 3rd StageRajarajeshwari NagarBengaluru - 560098, ",Open until 08:30 PM,"(12.917880619713515, 77.51831912927163)","+918851688611	"
Titan World,"New No 14/1, Survey No 54/2, Anekal, Industrial LayoutAttibeleBengaluru - 560099, ",Open until 09:30 PM,"(12.85027244500003, 77.69705000000005)","+918040997555	"
Titan World,"No 2335/185, Neeladri Road, Doddathoguru, Phase 1Electronic CityBengaluru - 560100, ",Open until 09:30 PM,"(12.826642370361698, 77.63996675723246)","+918041701667	"
Titan World,"No 7 & 8, HSR Layout, 27th Main RoadSector 1Bengaluru - 560109, ",Temporarily Closed,"(12.924340072957936, 77.65180837609623)","+918042042467	"
Titan World,"No 140ADevaraj Urs RoadMysore - 570001, ",Open until 09:00 PM,"(12.316305000000057, 76.66010538500007)","+918212423889	"
Titan World,"No 89/89/ADevaraj Urs RoadMysore - 570001, ",Open until 09:00 PM,"(12.308857603217445, 76.65205385350093)","+918214247197	"
Titan World,"Door No 581 & 581/4, Vishwamanava Double RoadKuvempu NagarMysore - 570023, ",Open until 09:00 PM,"(12.297210009907005, 76.62612995907017)","+918214000515	"
Titan World,"100 Feet RoadGandhi NagarMandya - 571401, ",Open until 09:15 PM,"(12.52142138258419, 76.89145406818983)","+919036901661	"
Titan World,"No 107, 108, Red Cross BuildingAshoka RoadTumkur - 572101, ",Open until 08:30 PM,"(13.347160887668654, 77.10198512731749)","+919008849131	"
Titan World,"UG 16, City Centre MallKS Rao RoadMangaluru - 575001, ",Open until 08:30 PM,"(12.858655751000072, 74.84650500000004)","+918244256252	"
Titan World,"Ground Floor, Deepa PlazaMG RoadMangaluru - 575003, ",Open until 08:00 PM,"(12.885954833000028, 74.83021500000007)","+918244270100	"
Titan World,"CPC PlazaMain RoadUdupi - 576101, ",Open until 08:30 PM,"(13.341210000000046, 74.74766000000005)","+918202535123	"
Titan World,"Srinidhi Shopping Complex, Tsb Circle, Neharu RoadGopi CircleShimoga - 577201, ",Open until 09:00 PM,"(13.945300000000032, 75.57642375000006)","+918182405616	"
Titan World,"Subash RoadHosayellapurDharwad - 580001, ",Open until 08:30 PM,"(15.450757867896971, 75.0116957654908)","+919686382274	"
Titan World,"No 2538, USA TowersCoen RoadHubli - 580020, ",Open until 09:00 PM,"(41.75196210000007, -70.65182779999998)","+918362263466	"
Titan World,"Urban Oasis Mall, Gokul RoadAkshay NagarDharward - 580030, ",Open until 09:00 PM,"(15.350390000000061, 75.11148000000003)","+918364253499	"
Titan World,"No 8, Ground Floor, Ward No 2Kalamma StreetBellary - 583101, ",Open until 08:30 PM,"(15.140650004679642, 76.92580001285569)","+917411120143	"
Titan World,"Shop No 1/10/51, Devanand MansionStation RoadRaichur - 584101, ",Open until 09:30 PM,"(16.201350142445715, 77.34448923349869)","+918748080888	"
Titan World,"No 3/18, Canara Vadiraj Bhavan Building, Super MarketSaraswati Godam Main RoadGulbarga - 585101, ",Open until 09:00 PM,"(17.33805147629265, 76.8376536758236)","+919513250988	"
